fecha,sku,tienda,cantidad_vendida
2024-01-07,HM000046,TIENDA006,1.51
2024-01-14,HM000046,TIENDA006,2.54
2024-01-21,HM000046,TIENDA006,1.58
2024-01-28,HM000046,TIENDA006,0.33
2024-02-04,HM000046,TIENDA006,2.47
2024-02-11,HM000046,TIENDA006,0.0
2024-02-18,HM000046,TIENDA006,2.68
2024-02-25,HM000046,TIENDA006,3.01
2024-03-03,HM000046,TIENDA006,1.78
2024-03-10,HM000046,TIENDA006,2.96
2024-03-17,HM000046,TIENDA006,1.85
2024-03-24,HM000046,TIENDA006,0.85
2024-03-31,HM000046,TIENDA006,0.94
2024-04-07,HM000046,TIENDA006,2.28
2024-04-14,HM000046,TIENDA006,2.04
2024-04-21,HM000046,TIENDA006,1.24
2024-04-28,HM000046,TIENDA006,1.64
2024-05-05,HM000046,TIENDA006,0.55
2024-05-12,HM000046,TIENDA006,1.13
2024-05-19,HM000046,TIENDA006,1.55
2024-05-26,HM000046,TIENDA006,1.38
2024-06-02,HM000046,TIENDA006,3.0
2024-06-09,HM000046,TIENDA006,2.03
2024-06-16,HM000046,TIENDA006,1.73
2024-06-23,HM000046,TIENDA006,0.08
2024-06-30,HM000046,TIENDA006,2.68
2024-07-07,HM000046,TIENDA006,0.78
2024-07-14,HM000046,TIENDA006,1.65
2024-07-21,HM000046,TIENDA006,0.86
2024-07-28,HM000046,TIENDA006,2.76
2024-08-04,HM000046,TIENDA006,3.19
2024-08-11,HM000046,TIENDA006,1.45
2024-08-18,HM000046,TIENDA006,1.34
2024-08-25,HM000046,TIENDA006,2.04
2024-09-01,HM000046,TIENDA006,2.42
2024-09-08,HM000046,TIENDA006,1.35
2024-09-15,HM000046,TIENDA006,0.83
2024-09-22,HM000046,TIENDA006,2.82
2024-09-29,HM000046,TIENDA006,0.84
2024-10-06,HM000046,TIENDA006,1.49
2024-10-13,HM000046,TIENDA006,1.58
2024-10-20,HM000046,TIENDA006,2.13
2024-10-27,HM000046,TIENDA006,0.03
2024-11-03,HM000046,TIENDA006,0.98
2024-11-10,HM000046,TIENDA006,3.45
2024-11-17,HM000046,TIENDA006,1.64
2024-11-24,HM000046,TIENDA006,1.36
2024-12-01,HM000046,TIENDA006,1.28
2024-12-08,HM000046,TIENDA006,2.21
2024-12-15,HM000046,TIENDA006,0.54
2024-12-22,HM000046,TIENDA006,1.45
2024-12-29,HM000046,TIENDA006,1.85
2024-01-07,HM000046,TIENDA007,3.18
2024-01-14,HM000046,TIENDA007,0.67
2024-01-21,HM000046,TIENDA007,2.01
2024-01-28,HM000046,TIENDA007,1.22
2024-02-04,HM000046,TIENDA007,3.12
2024-02-11,HM000046,TIENDA007,0.17
2024-02-18,HM000046,TIENDA007,2.91
2024-02-25,HM000046,TIENDA007,1.33
2024-03-03,HM000046,TIENDA007,0.98
2024-03-10,HM000046,TIENDA007,1.09
2024-03-17,HM000046,TIENDA007,1.37
2024-03-24,HM000046,TIENDA007,1.06
2024-03-31,HM000046,TIENDA007,1.66
2024-04-07,HM000046,TIENDA007,2.24
2024-04-14,HM000046,TIENDA007,0.82
2024-04-21,HM000046,TIENDA007,2.02
2024-04-28,HM000046,TIENDA007,1.76
2024-05-05,HM000046,TIENDA007,0.49
2024-05-12,HM000046,TIENDA007,0.0
2024-05-19,HM000046,TIENDA007,0.67
2024-05-26,HM000046,TIENDA007,1.74
2024-06-02,HM000046,TIENDA007,2.67
2024-06-09,HM000046,TIENDA007,3.0
2024-06-16,HM000046,TIENDA007,2.06
2024-06-23,HM000046,TIENDA007,1.52
2024-06-30,HM000046,TIENDA007,1.25
2024-07-07,HM000046,TIENDA007,1.69
2024-07-14,HM000046,TIENDA007,2.34
2024-07-21,HM000046,TIENDA007,1.4
2024-07-28,HM000046,TIENDA007,1.71
2024-08-04,HM000046,TIENDA007,2.3
2024-08-11,HM000046,TIENDA007,1.4
2024-08-18,HM000046,TIENDA007,0.48
2024-08-25,HM000046,TIENDA007,2.0
2024-09-01,HM000046,TIENDA007,1.16
2024-09-08,HM000046,TIENDA007,1.79
2024-09-15,HM000046,TIENDA007,0.38
2024-09-22,HM000046,TIENDA007,1.4
2024-09-29,HM000046,TIENDA007,1.53
2024-10-06,HM000046,TIENDA007,2.03
2024-10-13,HM000046,TIENDA007,0.05
2024-10-20,HM000046,TIENDA007,1.41
2024-10-27,HM000046,TIENDA007,1.35
2024-11-03,HM000046,TIENDA007,1.72
2024-11-10,HM000046,TIENDA007,0.64
2024-11-17,HM000046,TIENDA007,0.66
2024-11-24,HM000046,TIENDA007,1.94
2024-12-01,HM000046,TIENDA007,1.75
2024-12-08,HM000046,TIENDA007,1.53
2024-12-15,HM000046,TIENDA007,1.27
2024-12-22,HM000046,TIENDA007,1.83
2024-12-29,HM000046,TIENDA007,2.28
2024-01-07,HM000046,TIENDA008,1.71
2024-01-14,HM000046,TIENDA008,2.15
2024-01-21,HM000046,TIENDA008,1.77
2024-01-28,HM000046,TIENDA008,0.0
2024-02-04,HM000046,TIENDA008,2.93
2024-02-11,HM000046,TIENDA008,1.49
2024-02-18,HM000046,TIENDA008,1.18
2024-02-25,HM000046,TIENDA008,2.09
2024-03-03,HM000046,TIENDA008,2.87
2024-03-10,HM000046,TIENDA008,0.5
2024-03-17,HM000046,TIENDA008,1.52
2024-03-24,HM000046,TIENDA008,0.62
2024-03-31,HM000046,TIENDA008,2.15
2024-04-07,HM000046,TIENDA008,0.9
2024-04-14,HM000046,TIENDA008,1.53
2024-04-21,HM000046,TIENDA008,0.96
2024-04-28,HM000046,TIENDA008,2.36
2024-05-05,HM000046,TIENDA008,3.12
2024-05-12,HM000046,TIENDA008,1.53
2024-05-19,HM000046,TIENDA008,0.0
2024-05-26,HM000046,TIENDA008,1.96
2024-06-02,HM000046,TIENDA008,0.77
2024-06-09,HM000046,TIENDA008,1.57
2024-06-16,HM000046,TIENDA008,2.5
2024-06-23,HM000046,TIENDA008,2.48
2024-06-30,HM000046,TIENDA008,1.35
2024-07-07,HM000046,TIENDA008,0.0
2024-07-14,HM000046,TIENDA008,1.47
2024-07-21,HM000046,TIENDA008,1.47
2024-07-28,HM000046,TIENDA008,2.0
2024-08-04,HM000046,TIENDA008,0.59
2024-08-11,HM000046,TIENDA008,0.76
2024-08-18,HM000046,TIENDA008,3.19
2024-08-25,HM000046,TIENDA008,0.63
2024-09-01,HM000046,TIENDA008,1.34
2024-09-08,HM000046,TIENDA008,0.0
2024-09-15,HM000046,TIENDA008,1.64
2024-09-22,HM000046,TIENDA008,0.96
2024-09-29,HM000046,TIENDA008,1.18
2024-10-06,HM000046,TIENDA008,0.88
2024-10-13,HM000046,TIENDA008,2.58
2024-10-20,HM000046,TIENDA008,2.23
2024-10-27,HM000046,TIENDA008,1.87
2024-11-03,HM000046,TIENDA008,2.13
2024-11-10,HM000046,TIENDA008,0.63
2024-11-17,HM000046,TIENDA008,1.95
2024-11-24,HM000046,TIENDA008,1.23
2024-12-01,HM000046,TIENDA008,1.63
2024-12-08,HM000046,TIENDA008,2.43
2024-12-15,HM000046,TIENDA008,3.75
2024-12-22,HM000046,TIENDA008,3.17
2024-12-29,HM000046,TIENDA008,1.16
2024-01-07,HM000046,TIENDA009,2.44
2024-01-14,HM000046,TIENDA009,1.33
2024-01-21,HM000046,TIENDA009,0.3
2024-01-28,HM000046,TIENDA009,0.31
2024-02-04,HM000046,TIENDA009,1.4
2024-02-11,HM000046,TIENDA009,1.77
2024-02-18,HM000046,TIENDA009,2.42
2024-02-25,HM000046,TIENDA009,1.97
2024-03-03,HM000046,TIENDA009,1.11
2024-03-10,HM000046,TIENDA009,0.75
2024-03-17,HM000046,TIENDA009,0.16
2024-03-24,HM000046,TIENDA009,1.11
2024-03-31,HM000046,TIENDA009,1.76
2024-04-07,HM000046,TIENDA009,1.12
2024-04-14,HM000046,TIENDA009,0.77
2024-04-21,HM000046,TIENDA009,1.75
2024-04-28,HM000046,TIENDA009,0.0
2024-05-05,HM000046,TIENDA009,2.68
2024-05-12,HM000046,TIENDA009,1.07
2024-05-19,HM000046,TIENDA009,0.83
2024-05-26,HM000046,TIENDA009,2.03
2024-06-02,HM000046,TIENDA009,1.02
2024-06-09,HM000046,TIENDA009,1.42
2024-06-16,HM000046,TIENDA009,2.34
2024-06-23,HM000046,TIENDA009,0.84
2024-06-30,HM000046,TIENDA009,0.0
2024-07-07,HM000046,TIENDA009,1.45
2024-07-14,HM000046,TIENDA009,2.13
2024-07-21,HM000046,TIENDA009,1.98
2024-07-28,HM000046,TIENDA009,3.18
2024-08-04,HM000046,TIENDA009,1.33
2024-08-11,HM000046,TIENDA009,1.15
2024-08-18,HM000046,TIENDA009,1.34
2024-08-25,HM000046,TIENDA009,1.78
2024-09-01,HM000046,TIENDA009,0.68
2024-09-08,HM000046,TIENDA009,0.58
2024-09-15,HM000046,TIENDA009,0.16
2024-09-22,HM000046,TIENDA009,1.38
2024-09-29,HM000046,TIENDA009,2.27
2024-10-06,HM000046,TIENDA009,0.92
2024-10-13,HM000046,TIENDA009,3.09
2024-10-20,HM000046,TIENDA009,0.88
2024-10-27,HM000046,TIENDA009,0.8
2024-11-03,HM000046,TIENDA009,1.62
2024-11-10,HM000046,TIENDA009,1.81
2024-11-17,HM000046,TIENDA009,1.41
2024-11-24,HM000046,TIENDA009,2.71
2024-12-01,HM000046,TIENDA009,1.02
2024-12-08,HM000046,TIENDA009,2.03
2024-12-15,HM000046,TIENDA009,1.51
2024-12-22,HM000046,TIENDA009,2.33
2024-12-29,HM000046,TIENDA009,1.4
2024-01-07,HM000046,TIENDA010,2.98
2024-01-14,HM000046,TIENDA010,1.78
2024-01-21,HM000046,TIENDA010,0.63
2024-01-28,HM000046,TIENDA010,1.39
2024-02-04,HM000046,TIENDA010,1.89
2024-02-11,HM000046,TIENDA010,2.87
2024-02-18,HM000046,TIENDA010,0.83
2024-02-25,HM000046,TIENDA010,1.58
2024-03-03,HM000046,TIENDA010,1.65
2024-03-10,HM000046,TIENDA010,1.25
2024-03-17,HM000046,TIENDA010,0.04
2024-03-24,HM000046,TIENDA010,1.79
2024-03-31,HM000046,TIENDA010,0.45
2024-04-07,HM000046,TIENDA010,0.3
2024-04-14,HM000046,TIENDA010,0.16
2024-04-21,HM000046,TIENDA010,1.37
2024-04-28,HM000046,TIENDA010,1.51
2024-05-05,HM000046,TIENDA010,0.08
2024-05-12,HM000046,TIENDA010,1.0
2024-05-19,HM000046,TIENDA010,0.6
2024-05-26,HM000046,TIENDA010,1.31
2024-06-02,HM000046,TIENDA010,0.66
2024-06-09,HM000046,TIENDA010,1.75
2024-06-16,HM000046,TIENDA010,2.65
2024-06-23,HM000046,TIENDA010,3.83
2024-06-30,HM000046,TIENDA010,0.0
2024-07-07,HM000046,TIENDA010,1.61
2024-07-14,HM000046,TIENDA010,2.32
2024-07-21,HM000046,TIENDA010,0.9
2024-07-28,HM000046,TIENDA010,1.11
2024-08-04,HM000046,TIENDA010,0.0
2024-08-11,HM000046,TIENDA010,1.11
2024-08-18,HM000046,TIENDA010,1.16
2024-08-25,HM000046,TIENDA010,1.7
2024-09-01,HM000046,TIENDA010,1.89
2024-09-08,HM000046,TIENDA010,1.58
2024-09-15,HM000046,TIENDA010,1.2
2024-09-22,HM000046,TIENDA010,2.27
2024-09-29,HM000046,TIENDA010,1.75
2024-10-06,HM000046,TIENDA010,0.0
2024-10-13,HM000046,TIENDA010,1.48
2024-10-20,HM000046,TIENDA010,0.23
2024-10-27,HM000046,TIENDA010,2.06
2024-11-03,HM000046,TIENDA010,0.16
2024-11-10,HM000046,TIENDA010,0.92
2024-11-17,HM000046,TIENDA010,1.46
2024-11-24,HM000046,TIENDA010,0.12
2024-12-01,HM000046,TIENDA010,0.25
2024-12-08,HM000046,TIENDA010,1.27
2024-12-15,HM000046,TIENDA010,0.53
2024-12-22,HM000046,TIENDA010,0.82
2024-12-29,HM000046,TIENDA010,0.64
2024-01-07,HM000047,TIENDA001,1.7
2024-01-14,HM000047,TIENDA001,0.87
2024-01-21,HM000047,TIENDA001,2.3
2024-01-28,HM000047,TIENDA001,3.9
2024-02-04,HM000047,TIENDA001,1.36
2024-02-11,HM000047,TIENDA001,4.42
2024-02-18,HM000047,TIENDA001,1.45
2024-02-25,HM000047,TIENDA001,0.87
2024-03-03,HM000047,TIENDA001,2.51
2024-03-10,HM000047,TIENDA001,1.57
2024-03-17,HM000047,TIENDA001,2.38
2024-03-24,HM000047,TIENDA001,3.14
2024-03-31,HM000047,TIENDA001,0.8
2024-04-07,HM000047,TIENDA001,2.48
2024-04-14,HM000047,TIENDA001,2.27
2024-04-21,HM000047,TIENDA001,1.9
2024-04-28,HM000047,TIENDA001,3.53
2024-05-05,HM000047,TIENDA001,1.3
2024-05-12,HM000047,TIENDA001,0.87
2024-05-19,HM000047,TIENDA001,2.5
2024-05-26,HM000047,TIENDA001,2.41
2024-06-02,HM000047,TIENDA001,1.04
2024-06-09,HM000047,TIENDA001,2.04
2024-06-16,HM000047,TIENDA001,1.43
2024-06-23,HM000047,TIENDA001,2.77
2024-06-30,HM000047,TIENDA001,0.12
2024-07-07,HM000047,TIENDA001,1.22
2024-07-14,HM000047,TIENDA001,0.96
2024-07-21,HM000047,TIENDA001,0.27
2024-07-28,HM000047,TIENDA001,2.14
2024-08-04,HM000047,TIENDA001,1.38
2024-08-11,HM000047,TIENDA001,0.77
2024-08-18,HM000047,TIENDA001,1.52
2024-08-25,HM000047,TIENDA001,0.97
2024-09-01,HM000047,TIENDA001,0.97
2024-09-08,HM000047,TIENDA001,1.55
2024-09-15,HM000047,TIENDA001,2.48
2024-09-22,HM000047,TIENDA001,3.73
2024-09-29,HM000047,TIENDA001,0.32
2024-10-06,HM000047,TIENDA001,1.59
2024-10-13,HM000047,TIENDA001,2.38
2024-10-20,HM000047,TIENDA001,0.87
2024-10-27,HM000047,TIENDA001,2.11
2024-11-03,HM000047,TIENDA001,2.19
2024-11-10,HM000047,TIENDA001,1.3
2024-11-17,HM000047,TIENDA001,2.38
2024-11-24,HM000047,TIENDA001,0.35
2024-12-01,HM000047,TIENDA001,2.17
2024-12-08,HM000047,TIENDA001,1.75
2024-12-15,HM000047,TIENDA001,2.06
2024-12-22,HM000047,TIENDA001,1.37
2024-12-29,HM000047,TIENDA001,0.6
2024-01-07,HM000047,TIENDA002,1.29
2024-01-14,HM000047,TIENDA002,0.15
2024-01-21,HM000047,TIENDA002,0.53
2024-01-28,HM000047,TIENDA002,2.26
2024-02-04,HM000047,TIENDA002,1.37
2024-02-11,HM000047,TIENDA002,0.0
2024-02-18,HM000047,TIENDA002,1.14
2024-02-25,HM000047,TIENDA002,1.37
2024-03-03,HM000047,TIENDA002,0.91
2024-03-10,HM000047,TIENDA002,1.58
2024-03-17,HM000047,TIENDA002,3.08
2024-03-24,HM000047,TIENDA002,1.28
2024-03-31,HM000047,TIENDA002,0.77
2024-04-07,HM000047,TIENDA002,2.11
2024-04-14,HM000047,TIENDA002,1.19
2024-04-21,HM000047,TIENDA002,2.41
2024-04-28,HM000047,TIENDA002,2.26
2024-05-05,HM000047,TIENDA002,2.11
2024-05-12,HM000047,TIENDA002,0.0
2024-05-19,HM000047,TIENDA002,0.65
2024-05-26,HM000047,TIENDA002,0.51
2024-06-02,HM000047,TIENDA002,1.19
2024-06-09,HM000047,TIENDA002,2.54
2024-06-16,HM000047,TIENDA002,2.41
2024-06-23,HM000047,TIENDA002,2.08
2024-06-30,HM000047,TIENDA002,2.6
2024-07-07,HM000047,TIENDA002,0.22
2024-07-14,HM000047,TIENDA002,3.05
2024-07-21,HM000047,TIENDA002,3.78
2024-07-28,HM000047,TIENDA002,2.04
2024-08-04,HM000047,TIENDA002,2.15
2024-08-11,HM000047,TIENDA002,3.78
2024-08-18,HM000047,TIENDA002,1.55
2024-08-25,HM000047,TIENDA002,1.5
2024-09-01,HM000047,TIENDA002,2.86
2024-09-08,HM000047,TIENDA002,0.56
2024-09-15,HM000047,TIENDA002,0.06
2024-09-22,HM000047,TIENDA002,2.47
2024-09-29,HM000047,TIENDA002,2.38
2024-10-06,HM000047,TIENDA002,0.61
2024-10-13,HM000047,TIENDA002,1.53
2024-10-20,HM000047,TIENDA002,3.01
2024-10-27,HM000047,TIENDA002,1.76
2024-11-03,HM000047,TIENDA002,0.29
2024-11-10,HM000047,TIENDA002,1.95
2024-11-17,HM000047,TIENDA002,0.51
2024-11-24,HM000047,TIENDA002,3.33
2024-12-01,HM000047,TIENDA002,1.42
2024-12-08,HM000047,TIENDA002,0.96
2024-12-15,HM000047,TIENDA002,0.99
2024-12-22,HM000047,TIENDA002,1.48
2024-12-29,HM000047,TIENDA002,2.9
2024-01-07,HM000047,TIENDA003,0.21
2024-01-14,HM000047,TIENDA003,3.5
2024-01-21,HM000047,TIENDA003,1.39
2024-01-28,HM000047,TIENDA003,2.62
2024-02-04,HM000047,TIENDA003,1.43
2024-02-11,HM000047,TIENDA003,1.42
2024-02-18,HM000047,TIENDA003,2.3
2024-02-25,HM000047,TIENDA003,0.21
2024-03-03,HM000047,TIENDA003,1.31
2024-03-10,HM000047,TIENDA003,0.28
2024-03-17,HM000047,TIENDA003,1.18
2024-03-24,HM000047,TIENDA003,2.61
2024-03-31,HM000047,TIENDA003,1.91
2024-04-07,HM000047,TIENDA003,1.17
2024-04-14,HM000047,TIENDA003,0.38
2024-04-21,HM000047,TIENDA003,1.55
2024-04-28,HM000047,TIENDA003,2.77
2024-05-05,HM000047,TIENDA003,1.98
2024-05-12,HM000047,TIENDA003,1.72
2024-05-19,HM000047,TIENDA003,1.25
2024-05-26,HM000047,TIENDA003,2.11
2024-06-02,HM000047,TIENDA003,2.33
2024-06-09,HM000047,TIENDA003,2.21
2024-06-16,HM000047,TIENDA003,0.86
2024-06-23,HM000047,TIENDA003,2.04
2024-06-30,HM000047,TIENDA003,3.59
2024-07-07,HM000047,TIENDA003,0.18
2024-07-14,HM000047,TIENDA003,1.76
2024-07-21,HM000047,TIENDA003,0.08
2024-07-28,HM000047,TIENDA003,1.9
2024-08-04,HM000047,TIENDA003,1.55
2024-08-11,HM000047,TIENDA003,1.52
2024-08-18,HM000047,TIENDA003,0.6
2024-08-25,HM000047,TIENDA003,2.7
2024-09-01,HM000047,TIENDA003,1.53
2024-09-08,HM000047,TIENDA003,1.11
2024-09-15,HM000047,TIENDA003,1.89
2024-09-22,HM000047,TIENDA003,3.02
2024-09-29,HM000047,TIENDA003,2.64
2024-10-06,HM000047,TIENDA003,1.42
2024-10-13,HM000047,TIENDA003,2.75
2024-10-20,HM000047,TIENDA003,2.63
2024-10-27,HM000047,TIENDA003,0.0
2024-11-03,HM000047,TIENDA003,1.79
2024-11-10,HM000047,TIENDA003,1.82
2024-11-17,HM000047,TIENDA003,3.45
2024-11-24,HM000047,TIENDA003,0.2
2024-12-01,HM000047,TIENDA003,1.2
2024-12-08,HM000047,TIENDA003,2.38
2024-12-15,HM000047,TIENDA003,1.64
2024-12-22,HM000047,TIENDA003,1.61
2024-12-29,HM000047,TIENDA003,1.77
2024-01-07,HM000047,TIENDA004,1.73
2024-01-14,HM000047,TIENDA004,0.48
2024-01-21,HM000047,TIENDA004,1.51
2024-01-28,HM000047,TIENDA004,3.32
2024-02-04,HM000047,TIENDA004,3.44
2024-02-11,HM000047,TIENDA004,2.52
2024-02-18,HM000047,TIENDA004,3.77
2024-02-25,HM000047,TIENDA004,1.26
2024-03-03,HM000047,TIENDA004,1.31
2024-03-10,HM000047,TIENDA004,0.6
2024-03-17,HM000047,TIENDA004,1.83
2024-03-24,HM000047,TIENDA004,0.82
2024-03-31,HM000047,TIENDA004,2.25
2024-04-07,HM000047,TIENDA004,2.2
2024-04-14,HM000047,TIENDA004,0.12
2024-04-21,HM000047,TIENDA004,0.86
2024-04-28,HM000047,TIENDA004,3.69
2024-05-05,HM000047,TIENDA004,1.79
2024-05-12,HM000047,TIENDA004,2.84
2024-05-19,HM000047,TIENDA004,1.45
2024-05-26,HM000047,TIENDA004,2.71
2024-06-02,HM000047,TIENDA004,1.32
2024-06-09,HM000047,TIENDA004,1.07
2024-06-16,HM000047,TIENDA004,1.41
2024-06-23,HM000047,TIENDA004,2.65
2024-06-30,HM000047,TIENDA004,2.61
2024-07-07,HM000047,TIENDA004,1.04
2024-07-14,HM000047,TIENDA004,0.59
2024-07-21,HM000047,TIENDA004,2.01
2024-07-28,HM000047,TIENDA004,1.83
2024-08-04,HM000047,TIENDA004,1.44
2024-08-11,HM000047,TIENDA004,2.52
2024-08-18,HM000047,TIENDA004,2.22
2024-08-25,HM000047,TIENDA004,0.0
2024-09-01,HM000047,TIENDA004,3.03
2024-09-08,HM000047,TIENDA004,2.46
2024-09-15,HM000047,TIENDA004,0.62
2024-09-22,HM000047,TIENDA004,0.0
2024-09-29,HM000047,TIENDA004,0.34
2024-10-06,HM000047,TIENDA004,2.34
2024-10-13,HM000047,TIENDA004,0.77
2024-10-20,HM000047,TIENDA004,0.0
2024-10-27,HM000047,TIENDA004,0.5
2024-11-03,HM000047,TIENDA004,0.8
2024-11-10,HM000047,TIENDA004,1.25
2024-11-17,HM000047,TIENDA004,2.43
2024-11-24,HM000047,TIENDA004,0.0
2024-12-01,HM000047,TIENDA004,1.9
2024-12-08,HM000047,TIENDA004,0.64
2024-12-15,HM000047,TIENDA004,2.55
2024-12-22,HM000047,TIENDA004,3.01
2024-12-29,HM000047,TIENDA004,1.96
2024-01-07,HM000047,TIENDA005,1.64
2024-01-14,HM000047,TIENDA005,1.45
2024-01-21,HM000047,TIENDA005,0.0
2024-01-28,HM000047,TIENDA005,0.0
2024-02-04,HM000047,TIENDA005,2.05
2024-02-11,HM000047,TIENDA005,1.24
2024-02-18,HM000047,TIENDA005,1.47
2024-02-25,HM000047,TIENDA005,1.64
2024-03-03,HM000047,TIENDA005,1.62
2024-03-10,HM000047,TIENDA005,1.93
2024-03-17,HM000047,TIENDA005,1.75
2024-03-24,HM000047,TIENDA005,2.82
2024-03-31,HM000047,TIENDA005,0.75
2024-04-07,HM000047,TIENDA005,1.13
2024-04-14,HM000047,TIENDA005,1.77
2024-04-21,HM000047,TIENDA005,1.81
2024-04-28,HM000047,TIENDA005,0.0
2024-05-05,HM000047,TIENDA005,0.0
2024-05-12,HM000047,TIENDA005,1.94
2024-05-19,HM000047,TIENDA005,2.4
2024-05-26,HM000047,TIENDA005,1.32
2024-06-02,HM000047,TIENDA005,2.77
2024-06-09,HM000047,TIENDA005,0.0
2024-06-16,HM000047,TIENDA005,0.6
2024-06-23,HM000047,TIENDA005,0.0
2024-06-30,HM000047,TIENDA005,0.2
2024-07-07,HM000047,TIENDA005,1.99
2024-07-14,HM000047,TIENDA005,0.24
2024-07-21,HM000047,TIENDA005,1.66
2024-07-28,HM000047,TIENDA005,0.54
2024-08-04,HM000047,TIENDA005,3.07
2024-08-11,HM000047,TIENDA005,0.38
2024-08-18,HM000047,TIENDA005,3.12
2024-08-25,HM000047,TIENDA005,1.04
2024-09-01,HM000047,TIENDA005,0.04
2024-09-08,HM000047,TIENDA005,0.0
2024-09-15,HM000047,TIENDA005,1.88
2024-09-22,HM000047,TIENDA005,0.59
2024-09-29,HM000047,TIENDA005,0.28
2024-10-06,HM000047,TIENDA005,1.54
2024-10-13,HM000047,TIENDA005,1.61
2024-10-20,HM000047,TIENDA005,2.09
2024-10-27,HM000047,TIENDA005,1.63
2024-11-03,HM000047,TIENDA005,0.04
2024-11-10,HM000047,TIENDA005,0.45
2024-11-17,HM000047,TIENDA005,0.0
2024-11-24,HM000047,TIENDA005,1.1
2024-12-01,HM000047,TIENDA005,1.97
2024-12-08,HM000047,TIENDA005,1.62
2024-12-15,HM000047,TIENDA005,2.02
2024-12-22,HM000047,TIENDA005,1.46
2024-12-29,HM000047,TIENDA005,0.0
2024-01-07,HM000047,TIENDA006,0.44
2024-01-14,HM000047,TIENDA006,3.17
2024-01-21,HM000047,TIENDA006,1.99
2024-01-28,HM000047,TIENDA006,0.0
2024-02-04,HM000047,TIENDA006,2.17
2024-02-11,HM000047,TIENDA006,1.47
2024-02-18,HM000047,TIENDA006,2.83
2024-02-25,HM000047,TIENDA006,1.34
2024-03-03,HM000047,TIENDA006,3.75
2024-03-10,HM000047,TIENDA006,1.13
2024-03-17,HM000047,TIENDA006,3.26
2024-03-24,HM000047,TIENDA006,0.0
2024-03-31,HM000047,TIENDA006,0.62
2024-04-07,HM000047,TIENDA006,0.48
2024-04-14,HM000047,TIENDA006,2.03
2024-04-21,HM000047,TIENDA006,0.0
2024-04-28,HM000047,TIENDA006,3.2
2024-05-05,HM000047,TIENDA006,3.76
2024-05-12,HM000047,TIENDA006,2.85
2024-05-19,HM000047,TIENDA006,2.55
2024-05-26,HM000047,TIENDA006,1.77
2024-06-02,HM000047,TIENDA006,2.08
2024-06-09,HM000047,TIENDA006,0.85
2024-06-16,HM000047,TIENDA006,1.61
2024-06-23,HM000047,TIENDA006,1.93
2024-06-30,HM000047,TIENDA006,0.0
2024-07-07,HM000047,TIENDA006,0.81
2024-07-14,HM000047,TIENDA006,3.1
2024-07-21,HM000047,TIENDA006,1.05
2024-07-28,HM000047,TIENDA006,3.43
2024-08-04,HM000047,TIENDA006,2.16
2024-08-11,HM000047,TIENDA006,0.77
2024-08-18,HM000047,TIENDA006,4.06
2024-08-25,HM000047,TIENDA006,1.72
2024-09-01,HM000047,TIENDA006,1.35
2024-09-08,HM000047,TIENDA006,3.87
2024-09-15,HM000047,TIENDA006,2.8
2024-09-22,HM000047,TIENDA006,2.61
2024-09-29,HM000047,TIENDA006,2.11
2024-10-06,HM000047,TIENDA006,2.28
2024-10-13,HM000047,TIENDA006,0.0
2024-10-20,HM000047,TIENDA006,2.39
2024-10-27,HM000047,TIENDA006,1.53
2024-11-03,HM000047,TIENDA006,3.2
2024-11-10,HM000047,TIENDA006,2.23
2024-11-17,HM000047,TIENDA006,0.95
2024-11-24,HM000047,TIENDA006,1.67
2024-12-01,HM000047,TIENDA006,0.0
2024-12-08,HM000047,TIENDA006,3.23
2024-12-15,HM000047,TIENDA006,0.77
2024-12-22,HM000047,TIENDA006,0.0
2024-12-29,HM000047,TIENDA006,2.17
2024-01-07,HM000047,TIENDA007,1.88
2024-01-14,HM000047,TIENDA007,1.59
2024-01-21,HM000047,TIENDA007,1.42
2024-01-28,HM000047,TIENDA007,0.87
2024-02-04,HM000047,TIENDA007,1.24
2024-02-11,HM000047,TIENDA007,2.89
2024-02-18,HM000047,TIENDA007,2.39
2024-02-25,HM000047,TIENDA007,0.26
2024-03-03,HM000047,TIENDA007,1.93
2024-03-10,HM000047,TIENDA007,1.33
2024-03-17,HM000047,TIENDA007,0.0
2024-03-24,HM000047,TIENDA007,0.22
2024-03-31,HM000047,TIENDA007,2.38
2024-04-07,HM000047,TIENDA007,2.91
2024-04-14,HM000047,TIENDA007,3.24
2024-04-21,HM000047,TIENDA007,1.67
2024-04-28,HM000047,TIENDA007,2.3
2024-05-05,HM000047,TIENDA007,0.75
2024-05-12,HM000047,TIENDA007,1.19
2024-05-19,HM000047,TIENDA007,2.78
2024-05-26,HM000047,TIENDA007,0.56
2024-06-02,HM000047,TIENDA007,2.39
2024-06-09,HM000047,TIENDA007,2.1
2024-06-16,HM000047,TIENDA007,0.83
2024-06-23,HM000047,TIENDA007,1.68
2024-06-30,HM000047,TIENDA007,1.08
2024-07-07,HM000047,TIENDA007,2.08
2024-07-14,HM000047,TIENDA007,1.18
2024-07-21,HM000047,TIENDA007,0.71
2024-07-28,HM000047,TIENDA007,0.0
2024-08-04,HM000047,TIENDA007,1.4
2024-08-11,HM000047,TIENDA007,1.48
2024-08-18,HM000047,TIENDA007,0.99
2024-08-25,HM000047,TIENDA007,0.0
2024-09-01,HM000047,TIENDA007,0.0
