sku,tienda,fecha_predicha,semana_a_futuro,prediccion_ARIMA
HM000054,TIENDA001,2025-01-19,4,1.71
HM000054,TIENDA001,2025-01-26,5,1.71
HM000054,TIENDA001,2025-02-02,6,1.71
HM000054,TIENDA001,2025-02-09,7,1.71
HM000054,TIENDA001,2025-02-16,8,1.71
HM000054,TIENDA002,2024-12-29,1,1.61
HM000054,TIENDA002,2025-01-05,2,1.65
HM000054,TIENDA002,2025-01-12,3,1.65
HM000054,TIENDA002,2025-01-19,4,1.65
HM000054,TIENDA002,2025-01-26,5,1.65
HM000054,TIENDA002,2025-02-02,6,1.65
HM000054,TIENDA002,2025-02-09,7,1.65
HM000054,TIENDA002,2025-02-16,8,1.65
HM000054,TIENDA003,2024-12-29,1,1.71
HM000054,TIENDA003,2025-01-05,2,1.65
HM000054,TIENDA003,2025-01-12,3,1.64
HM000054,TIENDA003,2025-01-19,4,1.64
HM000054,TIENDA003,2025-01-26,5,1.64
HM000054,TIENDA003,2025-02-02,6,1.64
HM000054,TIENDA003,2025-02-09,7,1.64
HM000054,TIENDA003,2025-02-16,8,1.64
HM000054,TIENDA004,2024-12-29,1,1.59
HM000054,TIENDA004,2025-01-05,2,1.68
HM000054,TIENDA004,2025-01-12,3,1.65
HM000054,TIENDA004,2025-01-19,4,1.66
HM000054,TIENDA004,2025-01-26,5,1.66
HM000054,TIENDA004,2025-02-02,6,1.66
HM000054,TIENDA004,2025-02-09,7,1.66
HM000054,TIENDA004,2025-02-16,8,1.66
HM000054,TIENDA005,2024-12-29,1,1.93
HM000054,TIENDA005,2025-01-05,2,1.81
HM000054,TIENDA005,2025-01-12,3,1.79
HM000054,TIENDA005,2025-01-19,4,1.79
HM000054,TIENDA005,2025-01-26,5,1.78
HM000054,TIENDA005,2025-02-02,6,1.78
HM000054,TIENDA005,2025-02-09,7,1.78
HM000054,TIENDA005,2025-02-16,8,1.78
HM000054,TIENDA006,2024-12-29,1,1.68
HM000054,TIENDA006,2025-01-05,2,1.48
HM000054,TIENDA006,2025-01-12,3,1.51
HM000054,TIENDA006,2025-01-19,4,1.51
HM000054,TIENDA006,2025-01-26,5,1.51
HM000054,TIENDA006,2025-02-02,6,1.51
HM000054,TIENDA006,2025-02-09,7,1.51
HM000054,TIENDA006,2025-02-16,8,1.51
HM000054,TIENDA007,2024-12-29,1,1.74
HM000054,TIENDA007,2025-01-05,2,1.77
HM000054,TIENDA007,2025-01-12,3,1.77
HM000054,TIENDA007,2025-01-19,4,1.77
HM000054,TIENDA007,2025-01-26,5,1.77
HM000054,TIENDA007,2025-02-02,6,1.77
HM000054,TIENDA007,2025-02-09,7,1.77
HM000054,TIENDA007,2025-02-16,8,1.77
HM000054,TIENDA008,2024-12-29,1,2.07
HM000054,TIENDA008,2025-01-05,2,2.14
HM000054,TIENDA008,2025-01-12,3,2.14
HM000054,TIENDA008,2025-01-19,4,2.14
HM000054,TIENDA008,2025-01-26,5,2.14
HM000054,TIENDA008,2025-02-02,6,2.14
HM000054,TIENDA008,2025-02-09,7,2.14
HM000054,TIENDA008,2025-02-16,8,2.14
HM000054,TIENDA009,2024-12-29,1,1.82
HM000054,TIENDA009,2025-01-05,2,1.63
HM000054,TIENDA009,2025-01-12,3,1.67
HM000054,TIENDA009,2025-01-19,4,1.66
HM000054,TIENDA009,2025-01-26,5,1.66
HM000054,TIENDA009,2025-02-02,6,1.66
HM000054,TIENDA009,2025-02-09,7,1.66
HM000054,TIENDA009,2025-02-16,8,1.66
HM000054,TIENDA010,2024-12-29,1,2.04
HM000054,TIENDA010,2025-01-05,2,2.02
HM000054,TIENDA010,2025-01-12,3,2.02
HM000054,TIENDA010,2025-01-19,4,2.02
HM000054,TIENDA010,2025-01-26,5,2.02
HM000054,TIENDA010,2025-02-02,6,2.02
HM000054,TIENDA010,2025-02-09,7,2.02
HM000054,TIENDA010,2025-02-16,8,2.02
HM000055,TIENDA001,2024-12-29,1,1.53
HM000055,TIENDA001,2025-01-05,2,1.51
HM000055,TIENDA001,2025-01-12,3,1.51
HM000055,TIENDA001,2025-01-19,4,1.51
HM000055,TIENDA001,2025-01-26,5,1.51
HM000055,TIENDA001,2025-02-02,6,1.51
HM000055,TIENDA001,2025-02-09,7,1.51
HM000055,TIENDA001,2025-02-16,8,1.51
HM000055,TIENDA002,2024-12-29,1,1.52
HM000055,TIENDA002,2025-01-05,2,1.48
HM000055,TIENDA002,2025-01-12,3,1.47
HM000055,TIENDA002,2025-01-19,4,1.47
HM000055,TIENDA002,2025-01-26,5,1.47
HM000055,TIENDA002,2025-02-02,6,1.47
HM000055,TIENDA002,2025-02-09,7,1.47
HM000055,TIENDA002,2025-02-16,8,1.47
HM000055,TIENDA003,2024-12-29,1,1.59
HM000055,TIENDA003,2025-01-05,2,1.58
HM000055,TIENDA003,2025-01-12,3,1.58
HM000055,TIENDA003,2025-01-19,4,1.58
HM000055,TIENDA003,2025-01-26,5,1.58
HM000055,TIENDA003,2025-02-02,6,1.58
HM000055,TIENDA003,2025-02-09,7,1.58
HM000055,TIENDA003,2025-02-16,8,1.58
HM000055,TIENDA004,2024-12-29,1,1.38
HM000055,TIENDA004,2025-01-05,2,1.5
HM000055,TIENDA004,2025-01-12,3,1.47
HM000055,TIENDA004,2025-01-19,4,1.48
HM000055,TIENDA004,2025-01-26,5,1.48
HM000055,TIENDA004,2025-02-02,6,1.48
HM000055,TIENDA004,2025-02-09,7,1.48
HM000055,TIENDA004,2025-02-16,8,1.48
HM000055,TIENDA005,2024-12-29,1,1.12
HM000055,TIENDA005,2025-01-05,2,1.23
HM000055,TIENDA005,2025-01-12,3,1.24
HM000055,TIENDA005,2025-01-19,4,1.24
HM000055,TIENDA005,2025-01-26,5,1.24
HM000055,TIENDA005,2025-02-02,6,1.24
HM000055,TIENDA005,2025-02-09,7,1.24
HM000055,TIENDA005,2025-02-16,8,1.24
HM000055,TIENDA006,2024-12-29,1,1.52
HM000055,TIENDA006,2025-01-05,2,1.49
HM000055,TIENDA006,2025-01-12,3,1.49
HM000055,TIENDA006,2025-01-19,4,1.48
HM000055,TIENDA006,2025-01-26,5,1.48
HM000055,TIENDA006,2025-02-02,6,1.48
HM000055,TIENDA006,2025-02-09,7,1.48
HM000055,TIENDA006,2025-02-16,8,1.48
HM000055,TIENDA007,2024-12-29,1,1.62
HM000055,TIENDA007,2025-01-05,2,1.59
HM000055,TIENDA007,2025-01-12,3,1.58
HM000055,TIENDA007,2025-01-19,4,1.58
HM000055,TIENDA007,2025-01-26,5,1.58
HM000055,TIENDA007,2025-02-02,6,1.58
HM000055,TIENDA007,2025-02-09,7,1.58
HM000055,TIENDA007,2025-02-16,8,1.58
HM000055,TIENDA008,2024-12-29,1,1.75
HM000055,TIENDA008,2025-01-05,2,1.75
HM000055,TIENDA008,2025-01-12,3,1.75
HM000055,TIENDA008,2025-01-19,4,1.75
HM000055,TIENDA008,2025-01-26,5,1.75
HM000055,TIENDA008,2025-02-02,6,1.75
HM000055,TIENDA008,2025-02-09,7,1.75
HM000055,TIENDA008,2025-02-16,8,1.75
HM000055,TIENDA009,2024-12-29,1,1.46
HM000055,TIENDA009,2025-01-05,2,1.59
HM000055,TIENDA009,2025-01-12,3,1.57
HM000055,TIENDA009,2025-01-19,4,1.57
HM000055,TIENDA009,2025-01-26,5,1.57
HM000055,TIENDA009,2025-02-02,6,1.57
HM000055,TIENDA009,2025-02-09,7,1.57
HM000055,TIENDA009,2025-02-16,8,1.57
HM000055,TIENDA010,2024-12-29,1,1.6
HM000055,TIENDA010,2025-01-05,2,1.6
HM000055,TIENDA010,2025-01-12,3,1.6
HM000055,TIENDA010,2025-01-19,4,1.6
HM000055,TIENDA010,2025-01-26,5,1.6
HM000055,TIENDA010,2025-02-02,6,1.6
HM000055,TIENDA010,2025-02-09,7,1.6
HM000055,TIENDA010,2025-02-16,8,1.6
HM000056,TIENDA001,2024-12-29,1,1.66
HM000056,TIENDA001,2025-01-05,2,1.66
HM000056,TIENDA001,2025-01-12,3,1.66
HM000056,TIENDA001,2025-01-19,4,1.66
HM000056,TIENDA001,2025-01-26,5,1.66
HM000056,TIENDA001,2025-02-02,6,1.66
HM000056,TIENDA001,2025-02-09,7,1.66
HM000056,TIENDA001,2025-02-16,8,1.66
HM000056,TIENDA002,2024-12-29,1,1.92
HM000056,TIENDA002,2025-01-05,2,1.88
HM000056,TIENDA002,2025-01-12,3,1.88
HM000056,TIENDA002,2025-01-19,4,1.87
HM000056,TIENDA002,2025-01-26,5,1.87
HM000056,TIENDA002,2025-02-02,6,1.87
HM000056,TIENDA002,2025-02-09,7,1.87
HM000056,TIENDA002,2025-02-16,8,1.87
HM000056,TIENDA003,2024-12-29,1,1.62
HM000056,TIENDA003,2025-01-05,2,1.38
HM000056,TIENDA003,2025-01-12,3,1.41
HM000056,TIENDA003,2025-01-19,4,1.41
HM000056,TIENDA003,2025-01-26,5,1.41
HM000056,TIENDA003,2025-02-02,6,1.41
HM000056,TIENDA003,2025-02-09,7,1.41
HM000056,TIENDA003,2025-02-16,8,1.41
HM000056,TIENDA004,2024-12-29,1,1.84
HM000056,TIENDA004,2025-01-05,2,1.88
HM000056,TIENDA004,2025-01-12,3,1.89
HM000056,TIENDA004,2025-01-19,4,1.89
HM000056,TIENDA004,2025-01-26,5,1.89
HM000056,TIENDA004,2025-02-02,6,1.89
HM000056,TIENDA004,2025-02-09,7,1.89
HM000056,TIENDA004,2025-02-16,8,1.89
HM000056,TIENDA005,2024-12-29,1,1.47
HM000056,TIENDA005,2025-01-05,2,1.63
HM000056,TIENDA005,2025-01-12,3,1.58
HM000056,TIENDA005,2025-01-19,4,1.6
HM000056,TIENDA005,2025-01-26,5,1.59
HM000056,TIENDA005,2025-02-02,6,1.59
HM000056,TIENDA005,2025-02-09,7,1.59
HM000056,TIENDA005,2025-02-16,8,1.59
HM000056,TIENDA006,2024-12-29,1,2.05
HM000056,TIENDA006,2025-01-05,2,1.95
HM000056,TIENDA006,2025-01-12,3,1.95
HM000056,TIENDA006,2025-01-19,4,1.95
HM000056,TIENDA006,2025-01-26,5,1.95
HM000056,TIENDA006,2025-02-02,6,1.95
HM000056,TIENDA006,2025-02-09,7,1.95
HM000056,TIENDA006,2025-02-16,8,1.95
HM000056,TIENDA007,2024-12-29,1,1.72
HM000056,TIENDA007,2025-01-05,2,1.68
HM000056,TIENDA007,2025-01-12,3,1.67
HM000056,TIENDA007,2025-01-19,4,1.67
HM000056,TIENDA007,2025-01-26,5,1.67
HM000056,TIENDA007,2025-02-02,6,1.67
HM000056,TIENDA007,2025-02-09,7,1.67
HM000056,TIENDA007,2025-02-16,8,1.67
HM000056,TIENDA008,2024-12-29,1,1.81
HM000056,TIENDA008,2025-01-05,2,1.89
HM000056,TIENDA008,2025-01-12,3,1.89
HM000056,TIENDA008,2025-01-19,4,1.89
HM000056,TIENDA008,2025-01-26,5,1.89
HM000056,TIENDA008,2025-02-02,6,1.89
HM000056,TIENDA008,2025-02-09,7,1.89
HM000056,TIENDA008,2025-02-16,8,1.89
HM000056,TIENDA009,2024-12-29,1,1.71
HM000056,TIENDA009,2025-01-05,2,1.73
HM000056,TIENDA009,2025-01-12,3,1.73
HM000056,TIENDA009,2025-01-19,4,1.73
HM000056,TIENDA009,2025-01-26,5,1.73
HM000056,TIENDA009,2025-02-02,6,1.73
HM000056,TIENDA009,2025-02-09,7,1.73
HM000056,TIENDA009,2025-02-16,8,1.73
HM000056,TIENDA010,2024-12-29,1,1.22
HM000056,TIENDA010,2025-01-05,2,1.34
HM000056,TIENDA010,2025-01-12,3,1.33
HM000056,TIENDA010,2025-01-19,4,1.33
HM000056,TIENDA010,2025-01-26,5,1.33
HM000056,TIENDA010,2025-02-02,6,1.33
HM000056,TIENDA010,2025-02-09,7,1.33
HM000056,TIENDA010,2025-02-16,8,1.33
HM000057,TIENDA001,2024-12-29,1,1.68
HM000057,TIENDA001,2025-01-05,2,1.83
HM000057,TIENDA001,2025-01-12,3,1.86
HM000057,TIENDA001,2025-01-19,4,1.86
HM000057,TIENDA001,2025-01-26,5,1.86
HM000057,TIENDA001,2025-02-02,6,1.86
HM000057,TIENDA001,2025-02-09,7,1.86
HM000057,TIENDA001,2025-02-16,8,1.86
HM000057,TIENDA002,2024-12-29,1,1.84
HM000057,TIENDA002,2025-01-05,2,1.69
HM000057,TIENDA002,2025-01-12,3,1.71
HM000057,TIENDA002,2025-01-19,4,1.7
HM000057,TIENDA002,2025-01-26,5,1.71
HM000057,TIENDA002,2025-02-02,6,1.71
HM000057,TIENDA002,2025-02-09,7,1.71
HM000057,TIENDA002,2025-02-16,8,1.71
HM000057,TIENDA003,2024-12-29,1,1.52
HM000057,TIENDA003,2025-01-05,2,1.52
HM000057,TIENDA003,2025-01-12,3,1.52
HM000057,TIENDA003,2025-01-19,4,1.52
HM000057,TIENDA003,2025-01-26,5,1.52
HM000057,TIENDA003,2025-02-02,6,1.52
HM000057,TIENDA003,2025-02-09,7,1.52
HM000057,TIENDA003,2025-02-16,8,1.52
HM000057,TIENDA004,2024-12-29,1,1.34
HM000057,TIENDA004,2025-01-05,2,1.33
HM000057,TIENDA004,2025-01-12,3,1.32
HM000057,TIENDA004,2025-01-19,4,1.32
HM000057,TIENDA004,2025-01-26,5,1.32
HM000057,TIENDA004,2025-02-02,6,1.32
HM000057,TIENDA004,2025-02-09,7,1.32
HM000057,TIENDA004,2025-02-16,8,1.32
HM000057,TIENDA005,2024-12-29,1,1.66
HM000057,TIENDA005,2025-01-05,2,1.69
HM000057,TIENDA005,2025-01-12,3,1.69
HM000057,TIENDA005,2025-01-19,4,1.69
HM000057,TIENDA005,2025-01-26,5,1.69
HM000057,TIENDA005,2025-02-02,6,1.69
HM000057,TIENDA005,2025-02-09,7,1.69
HM000057,TIENDA005,2025-02-16,8,1.69
HM000057,TIENDA006,2024-12-29,1,2.38
HM000057,TIENDA006,2025-01-05,2,1.99
HM000057,TIENDA006,2025-01-12,3,1.9
HM000057,TIENDA006,2025-01-19,4,1.88
HM000057,TIENDA006,2025-01-26,5,1.88
HM000057,TIENDA006,2025-02-02,6,1.88
HM000057,TIENDA006,2025-02-09,7,1.88
HM000057,TIENDA006,2025-02-16,8,1.88
HM000057,TIENDA007,2024-12-29,1,1.7
HM000057,TIENDA007,2025-01-05,2,1.73
HM000057,TIENDA007,2025-01-12,3,1.73
HM000057,TIENDA007,2025-01-19,4,1.73
HM000057,TIENDA007,2025-01-26,5,1.73
HM000057,TIENDA007,2025-02-02,6,1.73
HM000057,TIENDA007,2025-02-09,7,1.73
HM000057,TIENDA007,2025-02-16,8,1.73
HM000057,TIENDA008,2024-12-29,1,1.89
HM000057,TIENDA008,2025-01-05,2,1.88
HM000057,TIENDA008,2025-01-12,3,1.88
HM000057,TIENDA008,2025-01-19,4,1.88
HM000057,TIENDA008,2025-01-26,5,1.88
HM000057,TIENDA008,2025-02-02,6,1.88
HM000057,TIENDA008,2025-02-09,7,1.88
HM000057,TIENDA008,2025-02-16,8,1.88
HM000057,TIENDA009,2024-12-29,1,1.23
HM000057,TIENDA009,2025-01-05,2,1.44
HM000057,TIENDA009,2025-01-12,3,1.39
HM000057,TIENDA009,2025-01-19,4,1.4
HM000057,TIENDA009,2025-01-26,5,1.4
HM000057,TIENDA009,2025-02-02,6,1.4
HM000057,TIENDA009,2025-02-09,7,1.4
HM000057,TIENDA009,2025-02-16,8,1.4
HM000057,TIENDA010,2024-12-29,1,1.36
HM000057,TIENDA010,2025-01-05,2,1.36
HM000057,TIENDA010,2025-01-12,3,1.36
HM000057,TIENDA010,2025-01-19,4,1.36
HM000057,TIENDA010,2025-01-26,5,1.36
HM000057,TIENDA010,2025-02-02,6,1.36
HM000057,TIENDA010,2025-02-09,7,1.36
HM000057,TIENDA010,2025-02-16,8,1.36
HM000058,TIENDA001,2024-12-29,1,1.58
HM000058,TIENDA001,2025-01-05,2,1.68
HM000058,TIENDA001,2025-01-12,3,1.68
HM000058,TIENDA001,2025-01-19,4,1.68
HM000058,TIENDA001,2025-01-26,5,1.68
HM000058,TIENDA001,2025-02-02,6,1.68
HM000058,TIENDA001,2025-02-09,7,1.68
HM000058,TIENDA001,2025-02-16,8,1.68
HM000058,TIENDA002,2024-12-29,1,1.42
HM000058,TIENDA002,2025-01-05,2,1.4
HM000058,TIENDA002,2025-01-12,3,1.4
HM000058,TIENDA002,2025-01-19,4,1.4
HM000058,TIENDA002,2025-01-26,5,1.4
HM000058,TIENDA002,2025-02-02,6,1.4
HM000058,TIENDA002,2025-02-09,7,1.4
HM000058,TIENDA002,2025-02-16,8,1.4
HM000058,TIENDA003,2024-12-29,1,1.35
HM000058,TIENDA003,2025-01-05,2,1.38
HM000058,TIENDA003,2025-01-12,3,1.38
HM000058,TIENDA003,2025-01-19,4,1.38
HM000058,TIENDA003,2025-01-26,5,1.38
HM000058,TIENDA003,2025-02-02,6,1.38
HM000058,TIENDA003,2025-02-09,7,1.38
HM000058,TIENDA003,2025-02-16,8,1.38
HM000058,TIENDA004,2024-12-29,1,1.22
HM000058,TIENDA004,2025-01-05,2,1.36
HM000058,TIENDA004,2025-01-12,3,1.38
HM000058,TIENDA004,2025-01-19,4,1.38
HM000058,TIENDA004,2025-01-26,5,1.38
HM000058,TIENDA004,2025-02-02,6,1.38
HM000058,TIENDA004,2025-02-09,7,1.38
HM000058,TIENDA004,2025-02-16,8,1.38
HM000058,TIENDA005,2024-12-29,1,1.41
HM000058,TIENDA005,2025-01-05,2,1.37
HM000058,TIENDA005,2025-01-12,3,1.37
HM000058,TIENDA005,2025-01-19,4,1.37
HM000058,TIENDA005,2025-01-26,5,1.37
HM000058,TIENDA005,2025-02-02,6,1.37
HM000058,TIENDA005,2025-02-09,7,1.37
HM000058,TIENDA005,2025-02-16,8,1.37
HM000058,TIENDA006,2024-12-29,1,1.25
HM000058,TIENDA006,2025-01-05,2,1.18
HM000058,TIENDA006,2025-01-12,3,1.19
HM000058,TIENDA006,2025-01-19,4,1.19
HM000058,TIENDA006,2025-01-26,5,1.19
HM000058,TIENDA006,2025-02-02,6,1.19
HM000058,TIENDA006,2025-02-09,7,1.19
HM000058,TIENDA006,2025-02-16,8,1.19
HM000058,TIENDA007,2024-12-29,1,1.19
HM000058,TIENDA007,2025-01-05,2,1.21
HM000058,TIENDA007,2025-01-12,3,1.2
HM000058,TIENDA007,2025-01-19,4,1.2
HM000058,TIENDA007,2025-01-26,5,1.2
HM000058,TIENDA007,2025-02-02,6,1.2
HM000058,TIENDA007,2025-02-09,7,1.2
HM000058,TIENDA007,2025-02-16,8,1.2
HM000058,TIENDA008,2024-12-29,1,1.61
HM000058,TIENDA008,2025-01-05,2,1.44
HM000058,TIENDA008,2025-01-12,3,1.47
HM000058,TIENDA008,2025-01-19,4,1.46
HM000058,TIENDA008,2025-01-26,5,1.47
HM000058,TIENDA008,2025-02-02,6,1.47
HM000058,TIENDA008,2025-02-09,7,1.47
HM000058,TIENDA008,2025-02-16,8,1.47
HM000058,TIENDA009,2024-12-29,1,1.74
HM000058,TIENDA009,2025-01-05,2,1.74
HM000058,TIENDA009,2025-01-12,3,1.74
HM000058,TIENDA009,2025-01-19,4,1.74
HM000058,TIENDA009,2025-01-26,5,1.74
HM000058,TIENDA009,2025-02-02,6,1.74
HM000058,TIENDA009,2025-02-09,7,1.74
HM000058,TIENDA009,2025-02-16,8,1.74
HM000058,TIENDA010,2024-12-29,1,1.08
HM000058,TIENDA010,2025-01-05,2,1.31
HM000058,TIENDA010,2025-01-12,3,1.27
HM000058,TIENDA010,2025-01-19,4,1.27
HM000058,TIENDA010,2025-01-26,5,1.27
HM000058,TIENDA010,2025-02-02,6,1.27
HM000058,TIENDA010,2025-02-09,7,1.27
HM000058,TIENDA010,2025-02-16,8,1.27
HM000059,TIENDA001,2024-12-29,1,1.95
HM000059,TIENDA001,2025-01-05,2,2.01
HM000059,TIENDA001,2025-01-12,3,2.0
HM000059,TIENDA001,2025-01-19,4,2.0
HM000059,TIENDA001,2025-01-26,5,2.0
HM000059,TIENDA001,2025-02-02,6,2.0
HM000059,TIENDA001,2025-02-09,7,2.0
HM000059,TIENDA001,2025-02-16,8,2.0
HM000059,TIENDA002,2024-12-29,1,1.32
HM000059,TIENDA002,2025-01-05,2,1.31
HM000059,TIENDA002,2025-01-12,3,1.31
HM000059,TIENDA002,2025-01-19,4,1.31
HM000059,TIENDA002,2025-01-26,5,1.31
HM000059,TIENDA002,2025-02-02,6,1.31
HM000059,TIENDA002,2025-02-09,7,1.31
HM000059,TIENDA002,2025-02-16,8,1.31
HM000059,TIENDA003,2024-12-29,1,2.1
HM000059,TIENDA003,2025-01-05,2,1.92
HM000059,TIENDA003,2025-01-12,3,1.87
HM000059,TIENDA003,2025-01-19,4,1.85
HM000059,TIENDA003,2025-01-26,5,1.85
HM000059,TIENDA003,2025-02-02,6,1.85
HM000059,TIENDA003,2025-02-09,7,1.85
HM000059,TIENDA003,2025-02-16,8,1.85
HM000059,TIENDA004,2024-12-29,1,1.83
HM000059,TIENDA004,2025-01-05,2,1.74
HM000059,TIENDA004,2025-01-12,3,1.75
HM000059,TIENDA004,2025-01-19,4,1.75
HM000059,TIENDA004,2025-01-26,5,1.75
HM000059,TIENDA004,2025-02-02,6,1.75
HM000059,TIENDA004,2025-02-09,7,1.75
HM000059,TIENDA004,2025-02-16,8,1.75
HM000059,TIENDA005,2024-12-29,1,1.96
HM000059,TIENDA005,2025-01-05,2,1.98
HM000059,TIENDA005,2025-01-12,3,1.98
HM000059,TIENDA005,2025-01-19,4,1.98
HM000059,TIENDA005,2025-01-26,5,1.98
HM000059,TIENDA005,2025-02-02,6,1.98
HM000059,TIENDA005,2025-02-09,7,1.98
HM000059,TIENDA005,2025-02-16,8,1.98
HM000059,TIENDA006,2024-12-29,1,1.56
HM000059,TIENDA006,2025-01-05,2,1.58
HM000059,TIENDA006,2025-01-12,3,1.58
HM000059,TIENDA006,2025-01-19,4,1.58
HM000059,TIENDA006,2025-01-26,5,1.58
HM000059,TIENDA006,2025-02-02,6,1.58
HM000059,TIENDA006,2025-02-09,7,1.58
HM000059,TIENDA006,2025-02-16,8,1.58
HM000059,TIENDA007,2024-12-29,1,1.61
HM000059,TIENDA007,2025-01-05,2,1.54
HM000059,TIENDA007,2025-01-12,3,1.52
HM000059,TIENDA007,2025-01-19,4,1.51
HM000059,TIENDA007,2025-01-26,5,1.51
HM000059,TIENDA007,2025-02-02,6,1.51
HM000059,TIENDA007,2025-02-09,7,1.51
HM000059,TIENDA007,2025-02-16,8,1.51
HM000059,TIENDA008,2024-12-29,1,1.17
HM000059,TIENDA008,2025-01-05,2,1.33
HM000059,TIENDA008,2025-01-12,3,1.3
HM000059,TIENDA008,2025-01-19,4,1.31
HM000059,TIENDA008,2025-01-26,5,1.31
HM000059,TIENDA008,2025-02-02,6,1.31
HM000059,TIENDA008,2025-02-09,7,1.31
HM000059,TIENDA008,2025-02-16,8,1.31
HM000059,TIENDA009,2024-12-29,1,1.88
HM000059,TIENDA009,2025-01-05,2,1.65
HM000059,TIENDA009,2025-01-12,3,1.68
HM000059,TIENDA009,2025-01-19,4,1.67
HM000059,TIENDA009,2025-01-26,5,1.68
HM000059,TIENDA009,2025-02-02,6,1.68
HM000059,TIENDA009,2025-02-09,7,1.68
HM000059,TIENDA009,2025-02-16,8,1.68
HM000059,TIENDA010,2024-12-29,1,1.53
HM000059,TIENDA010,2025-01-05,2,1.72
HM000059,TIENDA010,2025-01-12,3,1.75
HM000059,TIENDA010,2025-01-19,4,1.75
HM000059,TIENDA010,2025-01-26,5,1.75
HM000059,TIENDA010,2025-02-02,6,1.75
HM000059,TIENDA010,2025-02-09,7,1.75
HM000059,TIENDA010,2025-02-16,8,1.75
HM000060,TIENDA001,2024-12-29,1,1.48
HM000060,TIENDA001,2025-01-05,2,1.48
HM000060,TIENDA001,2025-01-12,3,1.48
HM000060,TIENDA001,2025-01-19,4,1.48
HM000060,TIENDA001,2025-01-26,5,1.48
HM000060,TIENDA001,2025-02-02,6,1.48
HM000060,TIENDA001,2025-02-09,7,1.48
HM000060,TIENDA001,2025-02-16,8,1.48
HM000060,TIENDA002,2024-12-29,1,1.45
HM000060,TIENDA002,2025-01-05,2,1.58
HM000060,TIENDA002,2025-01-12,3,1.56
HM000060,TIENDA002,2025-01-19,4,1.56
HM000060,TIENDA002,2025-01-26,5,1.56
HM000060,TIENDA002,2025-02-02,6,1.56
HM000060,TIENDA002,2025-02-09,7,1.56
HM000060,TIENDA002,2025-02-16,8,1.56
HM000060,TIENDA003,2024-12-29,1,1.48
HM000060,TIENDA003,2025-01-05,2,1.47
HM000060,TIENDA003,2025-01-12,3,1.47
HM000060,TIENDA003,2025-01-19,4,1.47
HM000060,TIENDA003,2025-01-26,5,1.47
HM000060,TIENDA003,2025-02-02,6,1.47
HM000060,TIENDA003,2025-02-09,7,1.47
HM000060,TIENDA003,2025-02-16,8,1.47
HM000060,TIENDA004,2024-12-29,1,1.32
HM000060,TIENDA004,2025-01-05,2,1.36
HM000060,TIENDA004,2025-01-12,3,1.36
HM000060,TIENDA004,2025-01-19,4,1.37
HM000060,TIENDA004,2025-01-26,5,1.37
HM000060,TIENDA004,2025-02-02,6,1.37
HM000060,TIENDA004,2025-02-09,7,1.37
HM000060,TIENDA004,2025-02-16,8,1.37
HM000060,TIENDA005,2024-12-29,1,1.17
HM000060,TIENDA005,2025-01-05,2,1.35
HM000060,TIENDA005,2025-01-12,3,1.31
HM000060,TIENDA005,2025-01-19,4,1.32
HM000060,TIENDA005,2025-01-26,5,1.32
HM000060,TIENDA005,2025-02-02,6,1.32
HM000060,TIENDA005,2025-02-09,7,1.32
HM000060,TIENDA005,2025-02-16,8,1.32
HM000060,TIENDA006,2024-12-29,1,1.45
HM000060,TIENDA006,2025-01-05,2,1.48
HM000060,TIENDA006,2025-01-12,3,1.48
HM000060,TIENDA006,2025-01-19,4,1.48
HM000060,TIENDA006,2025-01-26,5,1.48
HM000060,TIENDA006,2025-02-02,6,1.48
HM000060,TIENDA006,2025-02-09,7,1.48
HM000060,TIENDA006,2025-02-16,8,1.48
HM000060,TIENDA007,2024-12-29,1,1.39
HM000060,TIENDA007,2025-01-05,2,1.37
HM000060,TIENDA007,2025-01-12,3,1.37
HM000060,TIENDA007,2025-01-19,4,1.37
HM000060,TIENDA007,2025-01-26,5,1.37
HM000060,TIENDA007,2025-02-02,6,1.37
HM000060,TIENDA007,2025-02-09,7,1.37
HM000060,TIENDA007,2025-02-16,8,1.37
HM000060,TIENDA008,2024-12-29,1,1.47
HM000060,TIENDA008,2025-01-05,2,1.44
HM000060,TIENDA008,2025-01-12,3,1.44
HM000060,TIENDA008,2025-01-19,4,1.44
HM000060,TIENDA008,2025-01-26,5,1.44
HM000060,TIENDA008,2025-02-02,6,1.44
HM000060,TIENDA008,2025-02-09,7,1.44
HM000060,TIENDA008,2025-02-16,8,1.44
HM000060,TIENDA009,2024-12-29,1,1.55
HM000060,TIENDA009,2025-01-05,2,1.56
HM000060,TIENDA009,2025-01-12,3,1.56
HM000060,TIENDA009,2025-01-19,4,1.56
HM000060,TIENDA009,2025-01-26,5,1.56
HM000060,TIENDA009,2025-02-02,6,1.56
HM000060,TIENDA009,2025-02-09,7,1.56
HM000060,TIENDA009,2025-02-16,8,1.56
HM000060,TIENDA010,2024-12-29,1,1.54
HM000060,TIENDA010,2025-01-05,2,1.61
HM000060,TIENDA010,2025-01-12,3,1.6
HM000060,TIENDA010,2025-01-19,4,1.6
HM000060,TIENDA010,2025-01-26,5,1.6
HM000060,TIENDA010,2025-02-02,6,1.6
HM000060,TIENDA010,2025-02-09,7,1.6
HM000060,TIENDA010,2025-02-16,8,1.6
HM000061,TIENDA001,2024-12-29,1,1.9
